TAZID,N,project_id,TOTEMP,TOTHH
165.0,-1.0,-1.0,0.9915706195002044,1.0
165.0,15191.0,1.0,0.00842938049979558,0.0
172.0,-1.0,-1.0,0.0,0.9718638357690885
172.0,15185.0,1.0,0.0,0.02813616423091158
173.0,-1.0,-1.0,0.0,0.9968950338230876
173.0,15184.0,1.0,0.0,0.0031049661769125005
176.0,-1.0,-1.0,0.8954849128449389,0.9452037102663934
176.0,15183.0,1.0,0.10451508715506107,0.031395866067439056
176.0,15184.0,1.0,0.0,0.023400423666167493
177.0,-1.0,-1.0,0.9296463954343469,0.9462231159952175
177.0,15189.0,1.0,0.0703536045656531,0.053776884004782526
179.0,-1.0,-1.0,0.0,0.9167306245461122
179.0,15188.0,1.0,0.0,0.08326937545388777
180.0,-1.0,-1.0,0.0,1.0
181.0,-1.0,-1.0,0.7537317577944063,0.9725357102065403
181.0,15186.0,1.0,0.24626824220559385,0.02746428979345967
182.0,-1.0,-1.0,0.6664013940931334,0.847865149116812
182.0,15186.0,1.0,0.3335986059068666,0.15213485088318807
184.0,-1.0,-1.0,0.0,0.9631816561462263
184.0,15185.0,1.0,0.0,0.036818343853773805
185.0,-1.0,-1.0,0.0,0.9602187302551719
185.0,15184.0,1.0,0.0,0.03978126974482818
186.0,-1.0,-1.0,0.8343704057903157,0.9215880711118091
186.0,15183.0,1.0,0.16562959420968423,0.07841192888819089
307.0,-1.0,-1.0,1.0,0.9456262623516074
307.0,15182.0,1.0,0.0,0.05437373764839268
308.0,-1.0,-1.0,0.9462925611914882,0.9854808263845942
308.0,15182.0,1.0,0.05370743880851182,0.014519173615405839
310.0,-1.0,-1.0,0.905249481540015,0.0
310.0,15182.0,1.0,0.09475051845998494,0.0
339.0,-1.0,-1.0,0.9023224303206531,0.0
339.0,15180.0,1.0,0.09767756967934701,0.0
340.0,-1.0,-1.0,0.9123155451333829,1.0
340.0,15180.0,1.0,0.08768445486661718,0.0
351.0,-1.0,-1.0,0.8057007806099783,0.0
351.0,15180.0,1.0,0.1942992193900217,0.0
352.0,-1.0,-1.0,0.8355669590842719,1.0
352.0,15180.0,1.0,0.1644330409157282,0.0
367.0,-1.0,-1.0,0.9624280099255896,0.0
367.0,10046.0,1.0,0.037571990074410325,0.0
368.0,-1.0,-1.0,1.0,1.0
369.0,-1.0,-1.0,0.8217944752486411,0.8217944752486411
369.0,10046.0,1.0,0.17820552475135862,0.17820552475135862
388.0,-1.0,-1.0,1.0,0.0
390.0,-1.0,-1.0,0.8945192152342093,0.8945192152342093
390.0,10046.0,1.0,0.10548078476579087,0.10548078476579087
468.0,-1.0,-1.0,0.7603350204796583,0.8862389599258041
468.0,28117.0,3.0,0.23966497952034163,0.11376104007419575
473.0,-1.0,-1.0,0.933922262282558,0.933922262282558
473.0,27931.0,3.0,0.014156024530666004,0.014156024530666004
473.0,28117.0,3.0,0.05192171318677592,0.05192171318677592
497.0,-1.0,-1.0,0.9387509260906184,0.9383713551140652
497.0,28117.0,3.0,0.06124907390938164,0.06162864488593474
499.0,-1.0,-1.0,0.2913513220346116,0.9194794678341887
499.0,27931.0,3.0,0.7086486779653883,0.08052053216581147
500.0,-1.0,-1.0,0.6198150884739337,0.8544174176150533
500.0,28117.0,3.0,0.3801849115260663,0.14558258238494662
503.0,-1.0,-1.0,0.37013547425531396,0.9015807982407693
503.0,27931.0,3.0,0.6298645257446861,0.09841920175923069
506.0,-1.0,-1.0,0.0,0.9958286486003249
506.0,27931.0,3.0,0.0,0.004171351399675119
507.0,-1.0,-1.0,0.10952752623183637,0.7156140816660039
507.0,27931.0,3.0,0.8904724737681636,0.284385918333996
508.0,-1.0,-1.0,0.0,0.8886435997706618
508.0,27931.0,3.0,1.0,0.11135640022933818
514.0,-1.0,-1.0,0.6116914456407756,0.9338509810714694
514.0,27838.0,3.0,0.3883085543592244,0.06614901892853048
515.0,-1.0,-1.0,1.0,0.9459647899222323
515.0,27838.0,3.0,0.0,0.054035210077767765
521.0,-1.0,-1.0,0.5661566544441382,0.9674533286455405
521.0,27838.0,3.0,0.4338433455558618,0.032546671354459523
522.0,-1.0,-1.0,0.7871664704853067,0.9623365684507387
522.0,27838.0,3.0,0.21283352951469328,0.03766343154926126
595.0,-1.0,-1.0,0.5486100871293109,0.9387715713815917
595.0,27311.0,3.0,0.45138991287068897,0.061228428618408236
596.0,-1.0,-1.0,0.8093750474872551,0.8847060138883954
596.0,27311.0,3.0,0.1906249525127449,0.11529398611160452
600.0,-1.0,-1.0,0.9181603148634098,0.9289986915210899
600.0,27311.0,3.0,0.08183968513659023,0.07100130847891
601.0,-1.0,-1.0,0.8676512315114133,0.8796538628418931
601.0,27311.0,3.0,0.13234876848858682,0.12034613715810698
604.0,-1.0,-1.0,0.8632817130757799,0.9679225809436726
604.0,27696.0,3.0,0.1367182869242201,0.03207741905632728
605.0,-1.0,-1.0,0.8801570210545282,0.9275068081633687
605.0,27696.0,3.0,0.11984297894547186,0.07249319183663133
609.0,-1.0,-1.0,0.922445095550673,1.0
609.0,27696.0,3.0,0.077554904449327,0.0
610.0,-1.0,-1.0,0.9022538989599288,0.9145857988090456
610.0,27696.0,3.0,0.09774610104007123,0.0854142011909544
614.0,-1.0,-1.0,0.8783900830550297,0.9721990955999997
614.0,27492.0,3.0,0.12160991694497016,0.027800904400000413
615.0,-1.0,-1.0,0.9149349866501125,1.0
615.0,27492.0,3.0,0.08506501334988747,0.0
618.0,-1.0,-1.0,0.9173340824010562,0.971666486340513
618.0,27492.0,3.0,0.0826659175989438,0.028333513659487088
619.0,-1.0,-1.0,0.9202296085129137,0.9610483342215969
619.0,27492.0,3.0,0.07977039148708627,0.038951665778403165
657.0,-1.0,-1.0,0.9966946206497265,0.0
657.0,10036.0,3.0,0.0033053793502734415,1.0
658.0,-1.0,-1.0,0.9050265559192586,0.8977374315211857
658.0,10036.0,3.0,0.04422852760088134,0.05063017554915269
658.0,27575.0,3.0,0.050744916479859944,0.05163239292966154
659.0,-1.0,-1.0,0.5536157987863899,0.5139198821578139
659.0,27575.0,3.0,0.4463842012136102,0.4860801178421861
660.0,-1.0,-1.0,0.9090380500446396,0.7530893392400955
660.0,27575.0,3.0,0.0909619499553604,0.24691066075990453
663.0,-1.0,-1.0,0.819432554322094,0.8504385012211763
663.0,10036.0,3.0,0.1557527612041381,0.010975836049415473
663.0,27104.0,3.0,0.01704412306251069,0.13858566272940825
663.0,27302.0,3.0,0.00017635651148089585,0.0
663.0,27479.0,3.0,0.0075942048997761575,0.0
664.0,-1.0,-1.0,0.08517945129181659,0.08619098791359282
664.0,10036.0,3.0,0.11626189009269516,0.12324809181594967
664.0,27479.0,3.0,0.595424835290232,0.5850148097292275
664.0,27575.0,3.0,0.20313382332525617,0.2055461105412301
665.0,-1.0,-1.0,0.8150043664115113,0.9773656755922261
665.0,27302.0,3.0,0.1849956335884887,0.022634324407774003
666.0,-1.0,-1.0,0.8712517830987515,0.9170128235996821
666.0,27302.0,3.0,0.12874821690124835,0.026803104131718488
666.0,27479.0,3.0,0.0,0.056184072268599325
668.0,-1.0,-1.0,0.9414124507029723,0.9318637236206352
668.0,27109.0,3.0,0.05858754929702757,0.06813627637936485
669.0,-1.0,-1.0,0.9998806866800556,0.9998311028902988
669.0,27109.0,3.0,0.00011931331994448391,0.00016889710970127364
671.0,-1.0,-1.0,0.6433660833962718,0.9473802656193255
671.0,27109.0,3.0,0.3566339166037283,0.05261973438067442
672.0,-1.0,-1.0,0.6571732145725824,0.9003690203872123
672.0,27109.0,3.0,0.34282678542741774,0.09963097961278755
674.0,-1.0,-1.0,0.7410355089589823,0.9401299807314303
674.0,26932.0,3.0,0.2589644910410177,0.05987001926856975
675.0,-1.0,-1.0,0.7338740699438708,0.9318703040911769
675.0,26932.0,3.0,0.18453133043364525,0.04724103143742208
675.0,27104.0,3.0,0.081594599622484,0.02088866447140095
679.0,-1.0,-1.0,0.7940166842792618,0.9465301939823577
679.0,26932.0,3.0,0.20598331572073839,0.053469806017642334
680.0,-1.0,-1.0,0.8478757734135861,0.9519027029195113
680.0,26932.0,3.0,0.0647979686571447,0.020378861554697366
680.0,27104.0,3.0,0.08732625792926911,0.027718435525791264
681.0,-1.0,-1.0,0.9153563234994601,0.971142764058711
681.0,27104.0,3.0,0.08464367650053989,0.02885723594128888
702.0,-1.0,-1.0,0.8299355729402306,0.8561339893741241
702.0,27479.0,3.0,0.17006442705976937,0.14386601062587592
703.0,-1.0,-1.0,1.0,1.0
709.0,-1.0,-1.0,1.0,1.0
914.0,-1.0,-1.0,0.9731391550058841,0.9731391550058841
914.0,21884.0,2.0,0.026860844994115948,0.026860844994115948
1301.0,-1.0,-1.0,0.8736067042850951,0.9816846120915248
1301.0,24858.0,2.0,0.12639329571490485,0.018315387908475235
1303.0,-1.0,-1.0,0.7795521409427917,0.9224943881991582
1303.0,21884.0,2.0,0.2204478590572083,0.07750561180084181
1306.0,-1.0,-1.0,0.8429245383948217,0.9479275341767587
1306.0,21884.0,2.0,0.15707546160517832,0.046825134444556125
1306.0,21982.0,2.0,0.0,0.005247331378685148
1307.0,-1.0,-1.0,1.0,0.8722595803507576
1307.0,21982.0,2.0,0.0,0.1277404196492425
1310.0,-1.0,-1.0,1.0,0.9434847663173495
1310.0,21982.0,2.0,0.0,0.05651523368265062
1311.0,-1.0,-1.0,0.2688825132064964,0.6723891598425175
1311.0,21920.0,2.0,0.7311174867935036,0.20084493236124132
1311.0,21982.0,2.0,0.0,0.1267659077962412
1312.0,-1.0,-1.0,1.0,0.8791590380710225
1312.0,22113.0,2.0,0.0,0.12084096192897757
1315.0,-1.0,-1.0,0.4736359910838908,0.5752834020080884
1315.0,21920.0,2.0,0.5263640089161092,0.42471659799191164
1316.0,-1.0,-1.0,1.0,0.85106205128478
1316.0,22113.0,2.0,0.0,0.14893794871522004
1354.0,-1.0,-1.0,1.0,0.9710225190312939
1354.0,22296.0,2.0,0.0,0.028977480968706185
1355.0,-1.0,-1.0,1.0,0.9233111038255772
1355.0,22492.0,2.0,0.0,0.07668889617442273
1356.0,-1.0,-1.0,0.931965815238824,0.8337323967124985
1356.0,22638.0,2.0,0.06803418476117608,0.16626760328750162
1357.0,-1.0,-1.0,0.6449742960160403,0.8917330042328228
1357.0,22638.0,2.0,0.35502570398395983,0.10826699576717727
1358.0,-1.0,-1.0,0.6745486085523906,0.9445933620933505
1358.0,22874.0,2.0,0.3254513914476094,0.05540663790664939
1360.0,-1.0,-1.0,0.39464484055135846,0.9622563883931834
1360.0,22874.0,2.0,0.6053551594486416,0.037743611606816455
1363.0,-1.0,-1.0,0.8096179736876248,1.0
1363.0,23124.0,2.0,0.19038202631237527,0.0
1364.0,-1.0,-1.0,0.613417600303703,1.0
1364.0,23124.0,2.0,0.38658239969629715,0.0
1365.0,-1.0,-1.0,1.0,1.0
1366.0,-1.0,-1.0,0.05840850230264024,0.7326647759141977
1366.0,23303.0,2.0,0.9415914976973598,0.2673352240858024
1367.0,-1.0,-1.0,0.567232228945641,0.7936160344258563
1367.0,15069.0,2.0,0.017186375371419142,0.0022251084691353564
1367.0,23506.0,2.0,0.4155813956829398,0.20415885710500836
1368.0,-1.0,-1.0,0.0,0.6118973315896749
1368.0,23506.0,2.0,1.0,0.3881026684103251
1370.0,-1.0,-1.0,0.5897513058886501,0.876791040234186
1370.0,23794.0,2.0,0.41024869411135,0.12320895976581404
1371.0,-1.0,-1.0,0.6404585566175581,0.7986228291453328
1371.0,23794.0,2.0,0.3595414433824419,0.2013771708546672
1372.0,-1.0,-1.0,1.0,0.9584026620213939
1372.0,22296.0,2.0,0.0,0.041597337978606166
1373.0,-1.0,-1.0,1.0,0.9406920961823275
1373.0,22492.0,2.0,0.0,0.059307903817672446
1375.0,-1.0,-1.0,0.8526416082879399,0.9079064031445029
1375.0,22638.0,2.0,0.14735839171206,0.092093596855497
1376.0,-1.0,-1.0,0.9030179331595817,0.9874615726689491
1376.0,22638.0,2.0,0.09698206684041828,0.01253842733105093
1377.0,-1.0,-1.0,0.8043882315420527,0.9964700649420241
1377.0,22874.0,2.0,0.19561176845794717,0.003529935057976011
1378.0,-1.0,-1.0,0.8466013046955807,1.0
1378.0,22874.0,2.0,0.15339869530441932,0.0
1379.0,-1.0,-1.0,0.8187074978792485,1.0
1379.0,23124.0,2.0,0.18129250212075163,0.0
1380.0,-1.0,-1.0,0.42233936548550155,0.9881087036939132
1380.0,23124.0,2.0,0.5776606345144985,0.011891296306086806
1381.0,-1.0,-1.0,1.0,1.0
1382.0,-1.0,-1.0,0.12283720192426756,0.6301712283421621
1382.0,23303.0,2.0,0.8771627980757324,0.36982877165783795
1383.0,-1.0,-1.0,0.4971686668882004,0.4971686668882004
1383.0,15069.0,2.0,0.2913789255315035,0.2913789255315035
1383.0,23506.0,2.0,0.21145240758029618,0.21145240758029618
1384.0,-1.0,-1.0,0.2501386832092548,0.24083647074137376
1384.0,15069.0,2.0,0.481329501224129,0.4873005110457966
1384.0,23506.0,2.0,0.26853181556661615,0.27186301821282977
1386.0,-1.0,-1.0,0.7857589758933774,0.8151104104892662
1386.0,23794.0,2.0,0.21424102410662263,0.1848895895107338
1387.0,-1.0,-1.0,0.7368382201345951,0.7905301182249462
1387.0,23794.0,2.0,0.26316177986540484,0.2094698817750537
1396.0,-1.0,-1.0,0.0,0.6667625114369363
1396.0,15069.0,2.0,0.0,0.3332374885630637
1461.0,-1.0,-1.0,0.9404352458962708,0.0
1461.0,24279.0,2.0,0.059564754103729106,0.0
1469.0,-1.0,-1.0,0.9405466455451138,1.0
1469.0,24142.0,2.0,0.05945335445488617,0.0
1470.0,-1.0,-1.0,0.0919529203102803,0.0
1470.0,24142.0,2.0,0.23256770221222542,0.0
1470.0,24279.0,2.0,0.6754793774774942,0.0
1472.0,-1.0,-1.0,0.7613622873235524,0.5802947995089534
1472.0,15086.0,2.0,0.23863771267644762,0.4197052004910465
1473.0,-1.0,-1.0,0.6728139535777097,0.510290460433689
1473.0,15086.0,2.0,0.32718604642229027,0.4897095395663111
1474.0,-1.0,-1.0,0.9761237260194274,1.0
1474.0,24467.0,2.0,0.023876273980572595,0.0
1475.0,-1.0,-1.0,0.6427243016461558,0.6519502965906062
1475.0,24467.0,2.0,0.3572756983538443,0.3480497034093936
1476.0,-1.0,-1.0,0.608103055635157,0.7101226801988981
1476.0,24467.0,2.0,0.39189694436484296,0.28987731980110193
1477.0,-1.0,-1.0,0.6165962018051914,0.7658243640009105
1477.0,24568.0,2.0,0.38340379819480863,0.23417563599908947
1478.0,-1.0,-1.0,0.9245748548333055,0.8790458167911647
1478.0,24568.0,2.0,0.07542514516669444,0.12095418320883551
1479.0,-1.0,-1.0,0.9251865268576975,0.8264065641590261
1479.0,24142.0,2.0,0.07481347314230248,0.1735934358409739
1480.0,-1.0,-1.0,0.9152346486039076,0.0
1480.0,24279.0,2.0,0.08476535139609244,0.0
1481.0,-1.0,-1.0,0.9585925150614661,0.9194608074766039
1481.0,15086.0,2.0,0.0414074849385338,0.08053919252339625
1482.0,-1.0,-1.0,0.960506789393462,0.9121734865402887
1482.0,15086.0,2.0,0.03949321060653796,0.08782651345971126
1483.0,-1.0,-1.0,0.9636730933250743,0.0
1483.0,24467.0,2.0,0.03632690667492559,0.0
1484.0,-1.0,-1.0,0.6443000430807005,0.0
1484.0,24467.0,2.0,0.35569995691929934,1.0
1485.0,-1.0,-1.0,0.5159384973485245,0.7684838383098578
1485.0,24467.0,2.0,0.4840615026514755,0.23151616169014222
1486.0,-1.0,-1.0,0.6074813853093864,0.7956460466264248
1486.0,24568.0,2.0,0.39251861469061355,0.20435395337357515
1487.0,-1.0,-1.0,0.382684443117143,0.9846534567345507
1487.0,24568.0,2.0,0.617315556882857,0.015346543265449307
1502.0,-1.0,-1.0,0.8139849098307834,0.9629821324765456
1502.0,25351.0,2.0,0.18601509016921666,0.037017867523454276
1503.0,-1.0,-1.0,0.5446594223779662,0.8998415685036097
1503.0,25602.0,2.0,0.45534057762203384,0.10015843149639027
1505.0,-1.0,-1.0,0.6339582948117887,0.8395772976841211
1505.0,24726.0,2.0,0.36604170518821116,0.16042270231587888
1506.0,-1.0,-1.0,0.5887100587269076,0.795232301848632
1506.0,24726.0,2.0,0.4112899412730922,0.20476769815136808
1507.0,-1.0,-1.0,0.5846637959883991,0.5310310036009337
1507.0,24858.0,2.0,0.41533620401160093,0.46896899639906625
1508.0,-1.0,-1.0,0.49944343710756567,0.9128751340614096
1508.0,24858.0,2.0,0.5005565628924344,0.08712486593859037
1510.0,-1.0,-1.0,0.3744659432071619,0.9005013259756448
1510.0,25077.0,2.0,0.6255340567928381,0.09949867402435515
1511.0,-1.0,-1.0,0.5232611372033339,0.8343618775507651
1511.0,25077.0,2.0,0.16222341822534841,0.0805296954284523
1511.0,25215.0,2.0,0.31451544457131764,0.08510842702078275
1512.0,-1.0,-1.0,0.4198405198787601,0.8788281510797282
1512.0,25215.0,2.0,0.2688601090180949,0.048708759198572524
1512.0,25351.0,2.0,0.3112993711031451,0.07246308972169932
1513.0,-1.0,-1.0,0.44283660165282823,0.7550307936793283
1513.0,24726.0,2.0,0.5571633983471718,0.2449692063206717
1514.0,-1.0,-1.0,0.36664133416750855,0.7968470586072776
1514.0,24726.0,2.0,0.6333586658324913,0.20315294139272244
1515.0,-1.0,-1.0,0.41099613560612236,0.8986869574031958
1515.0,24858.0,2.0,0.5890038643938778,0.10131304259680415
1516.0,-1.0,-1.0,0.24301417992942406,0.6361164114416147
1516.0,24858.0,2.0,0.756985820070576,0.3638835885583853
1517.0,-1.0,-1.0,0.6407141471874869,0.9323185862326635
1517.0,24858.0,2.0,0.3592858528125131,0.06768141376733655
1518.0,-1.0,-1.0,0.0,0.8824950863939194
1518.0,25077.0,2.0,0.0,0.11750491360608067
1519.0,-1.0,-1.0,0.5495338290089528,0.8954693018262083
1519.0,25077.0,2.0,0.16778135665769375,0.036543831271555534
1519.0,25215.0,2.0,0.2826848143333534,0.06798686690223608
1520.0,-1.0,-1.0,0.7262843599096209,0.9394563805212721
1520.0,25215.0,2.0,0.09494006181157015,0.0026109964498746037
1520.0,25351.0,2.0,0.17877557827880897,0.05793262302885323
1521.0,-1.0,-1.0,0.7947313706837889,0.8974661619845544
1521.0,25351.0,2.0,0.20526862931621123,0.03177335702626423
1521.0,25602.0,2.0,0.0,0.07076048098918132
