TAZID,AreaName,AreaType,TOTEMP,TOTHH
170.0,West Warren Center,Neighborhood Center,0.03306396668917168,0.015085195247296056
171.0,West Warren Center,Neighborhood Center,1.0,0.00855342246197326
174.0,West Weber,Neighborhood Center,0.8126599285094294,0.06383776519876483
175.0,West Weber,Neighborhood Center,0.679507563957211,0.061879737629752386
176.0,West 12th Street,Neighborhood Center,0.725612444941315,0.2265211499451252
177.0,West Warren Center,Neighborhood Center,0.013727332110366303,0.009376850446499628
178.0,West Warren Center,Neighborhood Center,0.8686352817430889,0.008080881396249776
181.0,West Weber,Neighborhood Center,1.0,0.09676896949748492
182.0,West Weber,Neighborhood Center,0.9972750364403881,0.18882923606207855
209.0,Plain City Gateway,Neighborhood Center,0.7782352126224418,0.10924295165974514
213.0,Plain City Market Center,Neighborhood Center,0.3095989270032745,0.04794551968930428
214.0,Plain City Gateway,Neighborhood Center,0.48222616165815624,0.0182012676440265
227.0,Farr West 2700 North,Neighborhood Center,0.7188906749638144,0.47612609182453247
228.0,Plain City Gateway,Neighborhood Center,1.0,0.0002761621668204599
231.0,Pleasant View 2700 North,City Center,7.939748359689507e-05,0.0
252.0,Pleasant View 2700 North,City Center,0.38627158804618866,0.9530368812781137
253.0,Pleasant View 2700 North,City Center,0.8801237304042253,0.2953815031886609
254.0,Pleasant View 2700 North,City Center,0.502345114403775,0.016448599319014854
255.0,Pleasant View 2700 North,City Center,0.6876581763393186,0.2486225501900387
257.0,Pleasant View 2700 North,City Center,0.770381146113413,0.41897533736515946
258.0,Pleasant View 2700 North,City Center,0.9950890471534761,0.9950890471534761
259.0,Pleasant View 2700 North,City Center,0.9975045682113469,0.9975045682113469
269.0,North Ogden Downtown,City Center,0.8222897309358836,0.12908973956085906
270.0,North Ogden Downtown,City Center,1.0,0.9814207796363101
271.0,North Ogden Downtown,City Center,0.6806000083132074,0.093904072442918
276.0,North Ogden Downtown,City Center,0.6929222570078406,0.4252673213301303
276.0,North Ogden Southtown,City Center,0.06689970818951367,0.04097441603290761
277.0,North Ogden Downtown,City Center,0.9029323322766108,0.6872452536016038
278.0,North Ogden Downtown,City Center,0.997121060521339,0.33475228515390254
282.0,Harrisville US 89,Neighborhood Center,0.0038918273071457017,0.0021855765455248157
282.0,North Ogden Southtown,City Center,0.9758502613413659,0.5543026356315436
283.0,North Ogden Southtown,City Center,0.9913658597353306,0.21508962015788147
286.0,North Ogden Southtown,City Center,0.38666142233177997,0.09724224703455409
288.0,Pleasant View 2700 North,City Center,0.8800649637704494,0.18161737433230554
289.0,Harrisville US 89,Neighborhood Center,0.09509209409594267,0.06723515776581462
289.0,Pleasant View 2700 North,City Center,1.6923299539606945e-05,1.2093190375654298e-05
291.0,Harrisville US 89,Neighborhood Center,0.9966416995829392,0.6302622769577484
292.0,Five Points,City Center,0.8119478716183088,0.15622886605980624
294.0,Five Points,City Center,0.9229245801537425,0.5800685700822816
313.0,North Ogden Southtown,City Center,0.0027927212507992886,0.00016721833065715233
316.0,Five Points,City Center,0.9719295998399204,0.1533638069289039
322.0,Five Points,City Center,0.710853103115161,0.20019361828853424
323.0,Five Points,City Center,0.9928797992445069,0.8441777153013115
324.0,Five Points,City Center,0.9671744110308124,0.2008231909741969
328.0,Five Points,City Center,0.5602388750638994,0.19752103058179316
329.0,Five Points,City Center,0.48632428666351574,0.041413657635360826
333.0,Ogden 12th Street,City Center,0.07728256621633355,0.07639014888598479
334.0,Ogden 12th Street,City Center,0.6677903628132602,0.46770027219655413
335.0,Ogden 12th Street,City Center,0.7778407372049984,0.18303597273570535
336.0,Ogden 12th Street,City Center,0.90982192582629,0.07969808023895905
337.0,Ogden 12th Street,City Center,0.9549926562667748,0.006420854917114506
340.0,Ogden 12th Street,City Center,0.14598090046761558,0.9998200512757479
341.0,Ogden 12th Street,City Center,0.2773581977254533,0.9116175182385995
342.0,Ogden 12th Street,City Center,0.9696136597177534,0.1204406481451627
343.0,Ogden 12th Street,City Center,0.3953617970415713,0.21420516319259222
344.0,Ogden 12th Street,City Center,0.38937268598246433,0.1315600375481545
345.0,Ogden 12th Street,City Center,0.9919825669426833,0.07234108484773134
346.0,Ogden 12th Street,City Center,0.9154574001837747,0.1348764850251782
347.0,Ogden 12th Street,City Center,0.0868403307795545,0.03712508281518374
351.0,Ogden Downtown,Metropolitan Center,0.0005877346116166949,1.0
351.0,West Haven City Center,City Center,0.009648871489490405,0.0
353.0,Ogden Downtown,Metropolitan Center,0.9951348503430569,0.9975023090392099
354.0,Ogden Downtown,Metropolitan Center,1.0,1.0
355.0,Ogden Downtown,Metropolitan Center,0.13666149884491866,0.1426614328474472
356.0,Ogden Downtown,Metropolitan Center,1.0,1.0
358.0,Ogden Downtown,Metropolitan Center,1.0,1.0
359.0,Ogden Downtown,Metropolitan Center,0.6460872289953496,0.5230720044849081
360.0,Ogden Downtown,Metropolitan Center,0.9847454154406462,0.9477119733584628
365.0,West Haven City Center,City Center,8.317557252774062e-05,1.0
366.0,West Ogden Center,Neighborhood Center,0.21339452426952923,0.9971350061627358
367.0,Ogden Downtown,Metropolitan Center,0.0011053013440826662,0.0
368.0,Ogden Downtown,Metropolitan Center,0.9722414473494462,0.9722414473494462
369.0,Ogden Downtown,Metropolitan Center,1.0,1.0
370.0,Ogden Downtown,Metropolitan Center,1.0,1.0
371.0,Ogden Downtown,Metropolitan Center,1.0,1.0
372.0,Ogden Downtown,Metropolitan Center,1.0,1.0
373.0,Ogden Downtown,Metropolitan Center,1.0,1.0
374.0,Ogden Downtown,Metropolitan Center,1.0,1.0
375.0,Ogden Downtown,Metropolitan Center,0.9988718479562838,0.8356366776044002
376.0,Ogden Downtown,Metropolitan Center,1.0,0.6071041609799156
377.0,Ogden Downtown,Metropolitan Center,0.03392644483279365,0.0015682429012962614
387.0,West Ogden Center,Neighborhood Center,0.9920280045973577,0.997029046420823
389.0,Ogden Downtown,Metropolitan Center,0.8812794315455925,0.9836819551858681
390.0,Ogden Downtown,Metropolitan Center,1.0,1.0
391.0,Ogden Downtown,Metropolitan Center,1.0,1.0
392.0,Ogden Downtown,Metropolitan Center,1.0,1.0
393.0,Ogden Downtown,Metropolitan Center,1.0,1.0
394.0,Ogden Downtown,Metropolitan Center,1.0,1.0
395.0,Ogden Downtown,Metropolitan Center,0.9750570688863762,0.791203255895492
396.0,Ogden Downtown,Metropolitan Center,1.0,1.0
397.0,Ogden Downtown,Metropolitan Center,0.8858963316037816,0.021597764799260875
398.0,Ogden Downtown,Metropolitan Center,0.9733179907491019,0.29203328727019207
409.0,Ogden Downtown,Metropolitan Center,0.18452317145506716,0.9995773077583544
410.0,Ogden Downtown,Metropolitan Center,1.0,1.0
411.0,Ogden Downtown,Metropolitan Center,1.0,1.0
412.0,Ogden Downtown,Metropolitan Center,0.9374127016348679,0.6887254612765049
413.0,Ogden Downtown,Metropolitan Center,1.0,1.0
414.0,Ogden Downtown,Metropolitan Center,0.8757927934222483,0.4360769110070928
417.0,Ogden Harrison Boulevard North,Neighborhood Center,0.9831853694860275,0.3672571474800958
418.0,Ogden Harrison Boulevard North,Neighborhood Center,0.8417574766549252,0.022330479925384734
422.0,Roy Station,City Center,0.34095384390562034,0.34095384390562034
423.0,Newgate Center,City Center,0.13888536460595516,1.0
424.0,Newgate Center,City Center,0.743438391359334,0.999492329600075
425.0,Newgate Center,City Center,0.9995313347882964,0.9995371400021251
426.0,Newgate Center,City Center,0.9994036664849297,0.9994108835038623
427.0,Newgate Center,City Center,0.9974930378121906,0.9974252658198585
428.0,Newgate Center,City Center,0.9999886800694505,0.9999889367177276
429.0,Newgate Center,City Center,0.9701751991712647,0.42503204067747824
432.0,Ogden Harrison Boulevard North,Neighborhood Center,0.9996473344544917,0.22958566111031883
433.0,Ogden Harrison Boulevard North,Neighborhood Center,0.7633601223299742,0.03814829262950867
434.0,Newgate Center,City Center,0.8723876408938859,0.885003460063664
434.0,South Ogden City Center,City Center,0.11172045225357237,0.11340246047211061
435.0,Newgate Center,City Center,0.8955955236642421,0.3589123334974816
436.0,Ogden Harrison Boulevard North,Neighborhood Center,0.8084162978200352,0.14697846173930046
437.0,Ogden Harrison Boulevard South,City Center,0.9893109686812614,0.09017158626619977
439.0,Ogden Harrison Boulevard North,Neighborhood Center,0.19258233877078576,0.07760047116358965
439.0,Ogden Harrison Boulevard South,City Center,0.8038484303226447,0.3154881894649453
440.0,Ogden Harrison Boulevard South,City Center,0.9994179948005126,0.5869434898841251
440.0,South Ogden City Center,City Center,0.00047934817496088475,0.0002930730175088044
441.0,Ogden Harrison Boulevard South,City Center,0.9957850799643502,0.13271690242421302
442.0,Ogden Harrison Boulevard South,City Center,0.9599369557022077,0.13134524231845626
443.0,Ogden Harrison Boulevard South,City Center,0.9261501863539155,0.191296679534594
446.0,South Ogden Gateway,City Center,0.9833234110851305,0.07561794966854436
447.0,West Haven City Center,City Center,0.1820350818614213,0.14003813071474808
448.0,West Haven City Center,City Center,0.9292436211300689,0.9836343119118031
450.0,West Haven City Center,City Center,0.6315839283832997,0.4053199935351729
451.0,West Haven City Center,City Center,0.6904356149833045,0.932886366987731
454.0,West Haven City Center,City Center,0.24170964052492294,0.9975389754687847
455.0,West Haven City Center,City Center,0.9942564927458437,0.9942564927458437
462.0,West Haven Midland Drive,City Center,0.5985460088986946,0.09645753617796655
467.0,West Haven Midland Drive,City Center,1.0,0.36160992001000747
468.0,West Haven Midland Drive,City Center,1.0,0.4840668387828439
472.0,West Haven Midland Drive,City Center,0.8774296299600602,0.09931643822787027
473.0,West Haven Midland Drive,City Center,1.0,1.0
474.0,West Haven Midland Drive,City Center,1.0,1.0
497.0,Roy Station,City Center,0.7365958408644462,0.6242310536936141
497.0,West Haven Midland Drive,City Center,0.06090620293934194,0.05165015601893914
498.0,Roy Station,City Center,0.8525392347203209,0.4629466589563503
499.0,West Haven Midland Drive,City Center,0.7260344784639458,0.07316004547828388
500.0,Roy Station,City Center,0.5047641376115171,0.1416024986363483
500.0,West Haven Midland Drive,City Center,0.46742561721956094,0.13112784842069755
501.0,Roy Station,City Center,0.9815664293324642,0.10604666960095115
502.0,Roy Station,City Center,0.9809927800217461,0.30487753989187344
503.0,West Haven Midland Drive,City Center,0.99989676280091,0.11640971168896037
504.0,Roy Downtown,City Center,0.9970781082381928,0.18880396146532605
505.0,Roy Downtown,City Center,0.8904995896413149,0.9964621536559086
507.0,West Haven Midland Drive,City Center,0.8545351341745296,0.21904464172221505
508.0,West Haven Midland Drive,City Center,0.9715472738451606,0.005956441676557034
511.0,Roy Downtown,City Center,0.9648531028992591,0.09965678077787932
512.0,Roy Downtown,City Center,1.0,1.0
514.0,West Roy Center,Neighborhood Center,1.0,0.17035169116396826
518.0,Roy Downtown,City Center,1.0,0.4503297147577476
519.0,Roy Downtown,City Center,0.9921584117140837,0.9921584117140837
521.0,Clinton Town Center,Neighborhood Center,0.0,1.2774864630514858e-05
521.0,West Roy Center,Neighborhood Center,0.7102184307558489,0.04510129376140757
522.0,Clinton Town Center,Neighborhood Center,0.40104201571673925,0.0902037596377942
522.0,West Roy Center,Neighborhood Center,0.5424332361907703,0.11096478118112224
526.0,Roy Downtown,City Center,0.9953367488391405,0.44805656411085887
531.0,Riverdale City Center,City Center,0.9368819588004007,0.13904542597404723
532.0,Newgate Center,City Center,0.9998090585253013,0.9998090585253013
532.0,South Ogden City Center,City Center,0.0001810722531845047,0.0001810722531845047
533.0,Newgate Center,City Center,0.85777132049269,0.847151985658594
533.0,South Ogden City Center,City Center,0.12188223374767784,0.13098242545991018
535.0,Riverdale City Center,City Center,0.9685375794990629,0.4797167037801829
536.0,Riverdale City Center,City Center,0.999999999999983,0.999999999999983
538.0,Riverdale City Center,City Center,0.9999085532098478,0.9999207634326228
542.0,Newgate Center,City Center,0.0033448123605041113,0.0011224481723853847
548.0,Washington Terrace US 89,City Center,0.9974994866818988,0.5433772700479628
549.0,Washington Terrace US 89,City Center,0.9996925027803909,1.0
550.0,Washington Terrace US 89,City Center,0.6695836618220348,0.9909594209954916
551.0,Washington Terrace US 89,City Center,0.5105579968267927,0.11424193145773427
552.0,Washington Terrace US 89,City Center,0.738789520732639,0.17954969250768535
553.0,South Ogden City Center,City Center,0.9994935892871679,0.9994935892871679
554.0,South Ogden City Center,City Center,0.9985637120342248,0.8388665648408725
555.0,South Ogden City Center,City Center,1.0,1.0
556.0,South Ogden City Center,City Center,1.0,0.08515662486313351
557.0,South Ogden City Center,City Center,0.9722457052876644,0.12928844293543024
558.0,Newgate Center,City Center,0.9868243360328187,0.07151980720675138
559.0,South Ogden City Center,City Center,0.5681767311430576,0.9963087220666036
560.0,South Ogden City Center,City Center,0.8300287327162637,0.10003535990609448
561.0,Ogden Harrison Boulevard South,City Center,1.913580886706891e-06,3.9112267659209995e-07
561.0,South Ogden City Center,City Center,0.9815619369470197,0.20185714682492342
566.0,South Ogden US 89,Neighborhood Center,0.9999999999999228,0.11805956203813021
568.0,South Ogden Gateway,City Center,0.5127994972760024,0.047395711508465534
568.0,South Ogden US 89,Neighborhood Center,0.4807305768162549,0.04430357013008879
569.0,South Ogden Gateway,City Center,0.8036993286523677,0.35058199746062535
569.0,South Ogden US 89,Neighborhood Center,0.1850928423980399,0.0015990858656319148
570.0,South Ogden Gateway,City Center,0.9951072403680847,0.5451907198655216
571.0,South Ogden Gateway,City Center,0.8973123529731011,0.027492064687546294
572.0,South Ogden Gateway,City Center,0.4648474967242823,0.27823412805292463
585.0,West Point West Davis,Neighborhood Center,0.7437681257707845,0.14500069380627487
587.0,West Point West Davis,Neighborhood Center,0.15680811229132732,0.036758306105172445
588.0,West Point West Davis,Neighborhood Center,0.08496311812934486,0.011982112611877812
595.0,West Point City Center,City Center,0.7038847080674331,0.10330924343366478
596.0,West Point City Center,City Center,0.87696002281424,0.18819553862286797
598.0,Syracuse SR 193 Center,City Center,0.0021867289604835406,0.0007250328456648561
599.0,Syracuse SR 193 Center,City Center,0.00354019455885711,0.0011312423783547652
599.0,West Point City Center,City Center,0.22166082747986457,0.07083153608504053
600.0,West Point City Center,City Center,0.6944788211055997,0.5585189288576716
601.0,West Point City Center,City Center,0.4109820417120344,0.0805813673505103
604.0,Clinton Town Center,Neighborhood Center,0.5997386433643421,0.13084147240295327
605.0,Clinton Town Center,Neighborhood Center,0.9573970737835162,0.5796539568108069
608.0,West Point West Davis,Neighborhood Center,0.8935496802577235,0.02083140899838033
609.0,Clinton Town Center,Neighborhood Center,0.46106864602226577,0.17287940855817674
610.0,Clinton Town Center,Neighborhood Center,0.9526423371843886,0.8374986250720443
614.0,Clinton Town Center,Neighborhood Center,0.4241675886597053,0.04767841139129167
615.0,Clinton Town Center,Neighborhood Center,0.4727022398725011,0.5075590291966203
618.0,Clinton Town Center,Neighborhood Center,0.4646320116455601,0.16622524589081947
619.0,Clinton Town Center,Neighborhood Center,0.9973258717780319,0.4753160490442776
622.0,Sunset SR 126,City Center,0.9722281038219008,0.23838359576975626
624.0,Sunset SR 126,City Center,0.9649323164423331,0.17605703905327055
625.0,Sunset SR 126,City Center,0.986449263155951,0.18405259615145636
627.0,Downtown Clearfield,Urban Center,0.0020468783334303825,0.0
627.0,Sunset SR 126,City Center,0.6284279517202569,0.15884904902565847
645.0,Downtown Clearfield,Urban Center,0.9929086275916111,0.3068176100098682
646.0,Downtown Clearfield,Urban Center,0.9294727622226431,0.18740892657947245
653.0,Downtown Clearfield,Urban Center,1.0,1.0
654.0,Downtown Clearfield,Urban Center,0.9789159880562408,0.30516251533816563
657.0,Downtown Clearfield,Urban Center,0.0,1.0
658.0,Downtown Clearfield,Urban Center,1.0,1.0
659.0,Downtown Clearfield,Urban Center,0.9938255345097243,0.7568883709235679
660.0,Antelope & Main Town Center,City Center,0.007912187559909575,0.0017548619906185311
660.0,Downtown Clearfield,Urban Center,0.8477277323415305,0.33766702922438574
661.0,Layton Midtown,Urban Center,0.6512841146517059,0.527780686603968
663.0,Downtown Clearfield,Urban Center,0.0,0.010968793595120369
663.0,East Antelope Center,Neighborhood Center,0.13151313865262365,0.9704903958067072
664.0,Antelope & Main Town Center,City Center,0.23334524008326502,0.23630112674483672
664.0,Downtown Clearfield,Urban Center,0.7666547599167349,0.7636988732551633
665.0,East Antelope Center,Neighborhood Center,0.9876896171666166,0.13671238422516555
666.0,East Antelope Center,Neighborhood Center,0.959419219373312,0.16789993527811536
667.0,Syracuse SR 193 Center,City Center,0.7792223259340574,0.35990250507970406
668.0,Syracuse SR 193 Center,City Center,0.9980693174197467,0.9981265158873023
669.0,Syracuse SR 193 Center,City Center,0.4587655646101133,0.6461336899876687
670.0,Syracuse City Center,City Center,0.11226629898035342,0.036660917787712625
674.0,Syracuse City Center,City Center,0.9379697850767156,0.2185195655346698
675.0,Syracuse City Center,City Center,0.7283703121214287,0.19246793428793088
677.0,Syracuse City Center,City Center,0.0039847216238985085,0.0010767752889085415
678.0,Syracuse City Center,City Center,0.35476219677927145,0.0008688934008986994
679.0,Syracuse City Center,City Center,0.5919828866090623,0.13712338588851591
680.0,Syracuse City Center,City Center,0.6549804666127061,0.2235312342340241
681.0,East Antelope Center,Neighborhood Center,0.43433274536490896,0.14761460152871317
690.0,Church & Hwy 193 Town Center,City Center,0.028472950423892952,0.9967356268172822
691.0,Church & Hwy 193 Town Center,City Center,0.04108134143027796,0.1413651617795475
693.0,Layton Midtown,Urban Center,0.02449800911249058,0.016256399897416087
696.0,Church & Hwy 193 Town Center,City Center,0.46473869369783294,0.9869040620729301
700.0,Layton Midtown,Urban Center,0.9968775234770302,0.4467258095673349
701.0,Layton Midtown,Urban Center,0.7984833491766672,0.9275340431419211
702.0,Antelope & Main Town Center,City Center,0.13415597185060682,0.02891724525655631
702.0,Downtown Clearfield,Urban Center,0.16054907506393573,0.03411640746671525
702.0,Layton Midtown,Urban Center,0.4328551174638741,0.09143109850645767
703.0,Antelope & Main Town Center,City Center,0.27495384264366335,0.2829241976595543
703.0,Layton Midtown,Urban Center,0.7053973897584995,0.47200143374717374
704.0,Layton Midtown,Urban Center,0.9956076541261228,0.9956076541261228
705.0,Layton Midtown,Urban Center,0.5965625809526758,0.09508119118816874
710.0,Layton Midtown,Urban Center,0.9995732281329924,0.8556574585247924
711.0,Layton Midtown,Urban Center,1.0,1.0
712.0,Gordon & Fairfield Town Center,City Center,0.9563600484467129,0.3156372869605068
713.0,Gordon & Fairfield Town Center,City Center,0.8953451445619239,0.09694630942012565
720.0,Layton Downtown,Urban Center,0.3011022884322531,0.3084220030166758
720.0,Layton Midtown,Urban Center,0.6957231732863964,0.6915395630661084
721.0,Layton Midtown,Urban Center,0.48225561129607775,0.06920504841093146
722.0,Layton Downtown,Urban Center,0.2690883854296283,0.11813756522739255
723.0,Gentile & Fairfield Town Center,City Center,0.1593217941415602,0.04721238406293733
723.0,Gordon & Fairfield Town Center,City Center,0.0987107541302869,0.02923467972887983
723.0,Layton Downtown,Urban Center,0.33985247852643613,0.09867325878265533
724.0,Gentile & Fairfield Town Center,City Center,0.2752779513952845,0.04206485618327518
724.0,Gordon & Fairfield Town Center,City Center,0.16780672969693086,0.025476136385232613
729.0,Layton Midtown,Urban Center,0.005395621426268191,0.012237475452516132
730.0,Gentile & Fairfield Town Center,City Center,0.9870904357156449,0.05083765694857947
737.0,Layton Downtown,Urban Center,0.9838585338750709,0.5065100364657764
738.0,Layton Downtown,Urban Center,0.48692943268492034,0.4995000329838471
739.0,Downtown Kaysville,City Center,0.34876375659571884,0.06355483930885207
739.0,Gentile & Fairfield Town Center,City Center,0.21809957496358084,0.040188678001080065
739.0,Layton Downtown,Urban Center,0.09171751488464489,0.01747063319604989
742.0,Kaysville Business Park,Neighborhood Center,2.9979875186378645e-05,0.0007242630535121316
747.0,Downtown Kaysville,City Center,0.9374427877064941,0.28034352650145294
750.0,Kaysville Business Park,Neighborhood Center,0.9730797943612401,0.09507633216842219
751.0,Kaysville Business Park,Neighborhood Center,0.8787720657447136,0.9149448644742386
752.0,Downtown Kaysville,City Center,0.8422027554921302,0.9996108783663944
755.0,Kaysville Business Park,Neighborhood Center,0.9970781070503624,0.02617874011284148
756.0,Kaysville Business Park,Neighborhood Center,0.024301907728579836,0.016009365399233273
757.0,Downtown Kaysville,City Center,0.9279542895194823,0.09665550243540443
758.0,Downtown Kaysville,City Center,0.8240573130153198,0.0454597416216046
765.0,North Station,Urban Center,4.0252827572946407e-07,1.3337122461164793e-05
775.0,North Station,Urban Center,0.6197226905126916,0.623072225965966
775.0,Station Park,Urban Center,0.3790117768493579,0.375891633598365
777.0,East Park Lane,City Center,0.6692336073672752,0.5912402609948909
778.0,Station Park,Urban Center,1.0,0.000121537135851038
780.0,Station Park,Urban Center,0.9737204609743416,0.998577125068071
781.0,East Park Lane,City Center,0.00029991894820948737,0.0
782.0,Courthouse Downtown,Neighborhood Center,0.0,0.00012689140505550125
786.0,Station Park,Urban Center,0.6848448932986407,0.05021008273759651
787.0,Courthouse Downtown,Neighborhood Center,0.529383705353215,0.23040830335340795
788.0,Courthouse Downtown,Neighborhood Center,0.9917123034175603,0.10152689682678971
801.0,Legacy Crossing,City Center,0.1045117635160556,1.0
802.0,Centerville Downtown,City Center,0.9982612037222519,0.3461946930313661
803.0,Centerville Downtown,City Center,0.9969686018922612,0.1793831159685672
806.0,Legacy Crossing,City Center,0.6674275780061244,0.9601288847687747
807.0,Centerville Downtown,City Center,0.9993420922060385,0.9993420922060385
808.0,Centerville Downtown,City Center,0.9983369856579153,0.9982870848185711
809.0,Centerville Downtown,City Center,0.9655033901060001,0.13374163683069804
811.0,Pages Lane Center,Neighborhood Center,0.0,0.011760589470528377
812.0,Pages Lane Center,Neighborhood Center,0.9954234963260369,0.32725055565774835
820.0,Legacy Gateway,City Center,0.3225416598576994,0.004012630916955612
821.0,Legacy Gateway,City Center,0.5163057304225942,0.13696163922246132
825.0,Gateway Crossing,Neighborhood Center,0.9659786008287874,0.3423996259512743
826.0,Pages Lane Center,Neighborhood Center,0.6002056882473767,0.12005203650028033
827.0,Pages Lane Center,Neighborhood Center,0.5985054973280721,0.03954256209929703
830.0,Bountiful 200 West,Neighborhood Center,0.3042933712907257,0.12076966325419161
830.0,Bountiful 500 South,City Center,0.19059832902761903,0.08096588351490037
831.0,Bountiful 200 West,Neighborhood Center,0.23106198153614077,0.1292586300081887
831.0,Bountiful 500 South,City Center,0.05159408584271158,0.029097065034017752
831.0,Bountiful Downtown,City Center,0.70498287669752,0.3935996513963348
832.0,Bountiful Downtown,City Center,0.7770734647569355,0.18388222309077262
836.0,Bountiful 500 South,City Center,0.38720057126113694,0.24776295002311466
837.0,Bountiful 500 South,City Center,0.8940362431243263,0.4886561902930993
837.0,Renaissance Towne Center,Neighborhood Center,0.10442866646248206,0.060081259446420884
838.0,Bountiful 500 South,City Center,0.9020004607429115,0.1302898078783141
840.0,Renaissance Towne Center,Neighborhood Center,0.9891034208202875,0.008400486568116714
844.0,2600 South Center,City Center,0.9973955354157997,0.30246591536925915
845.0,Renaissance Towne Center,Neighborhood Center,0.9996655358658023,0.9996576405448885
846.0,Orchard Drive 2200 South,Neighborhood Center,0.9878149909687236,0.1348616992805377
847.0,Orchard Drive 2200 South,Neighborhood Center,0.8893803742651162,0.05444602999626736
854.0,2600 South Center,City Center,0.4181625706636926,0.07585102458439094
855.0,2600 South Center,City Center,0.9963798739570805,0.3644725764798946
860.0,Legacy Gateway,City Center,0.9999501730040244,0.887869702663042
861.0,Legacy Gateway,City Center,0.9996589630786354,0.9999874607360418
862.0,Legacy Gateway,City Center,0.5870558734644372,0.5116617570903643
864.0,Woods Cross Station,Neighborhood Center,0.9152602831201777,0.1603139191727658
866.0,Foxboro,Neighborhood Center,0.0031462663054555454,0.001455322040985214
872.0,2600 South Center,City Center,0.7190494384664755,0.5586231035644188
874.0,Foxboro,Neighborhood Center,0.6321518893916849,0.6321518893916849
876.0,Foxboro,Neighborhood Center,0.14298323028126692,0.11627567139956745
880.0,2600 South Center,City Center,0.6489902927666875,0.18406174773906417
883.0,North Salt Lake Town Center,City Center,0.9901284794710877,0.24743880970132776
884.0,North Salt Lake Town Center,City Center,0.9580454130571662,0.3256595063762786
889.0,Redwood Center,Neighborhood Center,0.7785817558849134,0.0
891.0,North Salt Lake Town Center,City Center,0.9795587286196061,0.9794881677012786
892.0,North Salt Lake Town Center,City Center,0.9952830866608322,0.010270309411266837
894.0,North Salt Lake Town Center,City Center,0.7374179959682173,0.5469171475108245
931.0,Bacchus Highway Center,City Center,0.0014379949159315304,0.001442103140559834
931.0,Olympia Hills,City Center,0.0004736037770855579,0.0004749568224158199
932.0,Olympia Hills,City Center,0.08225975061496793,0.08033460461371263
933.0,Olympia Hills,City Center,0.009587304815866029,0.002787058508747969
960.0,Rose Park Center,Neighborhood Center,0.9949920310057786,0.12465266623521007
966.0,Rose Park Center,Neighborhood Center,0.9923441328997736,0.17590489637841222
