TAZID,AreaName,AreaType,TOTEMP,TOTHH
971.0,Marmalade,City Center,0.5467819342480376,0.10234980278493845
972.0,Marmalade,City Center,0.598676929730429,0.8767487039899516
980.0,Rose Park Center,Neighborhood Center,0.904387028540223,0.07447594180784599
984.0,North Temple Center,Urban Center,0.9967252128752165,0.42866902595184725
985.0,North Temple Center,Urban Center,0.9951022898097234,0.9563609381431214
986.0,North Temple Center,Urban Center,1.0,0.29555347861097697
988.0,North Temple Center,Urban Center,0.9871656041085975,0.5004560627368564
990.0,Marmalade,City Center,0.5796195572831121,0.3601626832636779
991.0,Marmalade,City Center,0.36977212904911033,0.15940844857588526
992.0,Marmalade,City Center,0.9992892948316523,0.9992892948316523
993.0,Marmalade,City Center,1.0,1.0
994.0,Marmalade,City Center,0.9945549288088927,0.9945964246101331
996.0,Marmalade,City Center,0.7284069473346994,0.14480601917668876
1016.0,North Temple Center,Urban Center,0.9989153595282948,0.9989149960301451
1017.0,North Temple Center,Urban Center,0.9203260198633804,0.9976990183671257
1020.0,North Temple Center,Urban Center,0.8167115987387273,0.9989694956797975
1022.0,North Temple Center,Urban Center,0.9957000291112448,0.9957000291112448
1023.0,Salt Lake City CBD,Metropolitan Center,0.9796875595952016,0.9796875595952016
1024.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1025.0,Salt Lake City CBD,Metropolitan Center,0.9911674968024938,0.9911674968024938
1026.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1027.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1028.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1029.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1030.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1031.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1033.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1034.0,Salt Lake City CBD,Metropolitan Center,0.9999999999999094,0.9999999999999094
1035.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1036.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1037.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1038.0,Salt Lake City CBD,Metropolitan Center,0.7743225130484562,0.2839122726719961
1039.0,Salt Lake City CBD,Metropolitan Center,0.9935848682437095,0.05568851945430945
1040.0,Salt Lake City CBD,Metropolitan Center,0.9930925030620369,0.9930925030620369
1041.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1042.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1044.0,Salt Lake City East Downtown,Urban Center,0.9995076446368478,0.9995076446368478
1050.0,University Gardens,Neighborhood Center,0.9105557989385153,0.34197433016113526
1064.0,Salt Lake 900 West,City Center,0.2845345351148788,0.03325973113673061
1065.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1066.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1067.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1069.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1070.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1071.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1072.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1073.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1074.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1075.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1076.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1077.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1078.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1079.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1080.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1081.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1082.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1083.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1084.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1085.0,Salt Lake City CBD,Metropolitan Center,0.9949498941772782,0.9949498941772782
1086.0,Salt Lake City CBD,Metropolitan Center,0.9944690245975444,0.9944690245975444
1087.0,Salt Lake City CBD,Metropolitan Center,0.9962324538492444,0.9962324538492444
1088.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1089.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1090.0,Salt Lake City East Downtown,Urban Center,0.9964630766417818,0.9964630766417818
1091.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1092.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1093.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1094.0,Salt Lake City East Downtown,Urban Center,0.9970782164800035,0.9970782164800035
1095.0,Salt Lake City East Downtown,Urban Center,0.9978536525289667,0.9978536525289667
1096.0,Salt Lake City East Downtown,Urban Center,0.9972448610540109,0.9972449548893527
1097.0,900 East Station,Neighborhood Center,0.5835707366722872,0.14933887848576746
1101.0,University Gardens,Neighborhood Center,0.9964252063304516,0.23033367248251724
1110.0,Salt Lake 900 West,City Center,1.0,0.08259338807191452
1111.0,Salt Lake 900 West,City Center,0.9993795134173106,0.13102844604426137
1112.0,Salt Lake 900 West,City Center,0.9392362655341606,0.29170432329322954
1113.0,Salt Lake 900 West,City Center,0.9749477955447401,0.40944536309949686
1114.0,Salt Lake City CBD,Metropolitan Center,0.9982286016709565,0.9984811083115469
1115.0,Granary District,Urban Center,0.997244150743115,0.997244150743115
1116.0,Granary District,Urban Center,1.0,1.0
1117.0,Granary District,Urban Center,1.0,1.0
1118.0,Salt Lake City CBD,Metropolitan Center,0.9931032819141051,0.9931032819141051
1119.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1120.0,Granary District,Urban Center,1.0,1.0
1121.0,Granary District,Urban Center,1.0,1.0
1122.0,Salt Lake City CBD,Metropolitan Center,0.9916903202700397,0.9916903202700397
1123.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1124.0,Granary District,Urban Center,1.0,1.0
1125.0,Granary District,Urban Center,1.0,1.0
1126.0,Salt Lake City CBD,Metropolitan Center,0.9954891381128296,0.9954891381128296
1127.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1128.0,Granary District,Urban Center,0.9981053828942875,0.9981053828942875
1129.0,Granary District,Urban Center,0.9966203216141162,0.9966203216141162
1130.0,Salt Lake City CBD,Metropolitan Center,0.9986130209058265,0.9986130209058265
1131.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1132.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1133.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1134.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1135.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1136.0,Salt Lake City CBD,Metropolitan Center,0.9994646965064897,0.9994646965064897
1137.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1138.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1139.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1140.0,Salt Lake City CBD,Metropolitan Center,0.4560505543925244,0.49054243651579793
1141.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1142.0,Salt Lake City CBD,Metropolitan Center,1.0,1.0
1146.0,Salt Lake City CBD,Metropolitan Center,0.9914933850951865,0.9914933850951865
1150.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1151.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1154.0,Salt Lake City East Downtown,Urban Center,0.9994766116230142,0.9994557969050168
1155.0,Salt Lake City East Downtown,Urban Center,1.0,1.0
1157.0,Salt Lake City East Downtown,Urban Center,0.9956793781082733,0.9956793781082733
1158.0,Salt Lake City East Downtown,Urban Center,0.9963209301093635,0.9963209301093635
1159.0,9th and 9th Center,Neighborhood Center,0.7448580677313138,0.14200906480802225
1161.0,900 East Station,Neighborhood Center,0.36447831131983877,0.23982616038927382
1162.0,9th and 9th Center,Neighborhood Center,0.9990090213994057,0.07901262485441485
1165.0,9th and 9th Center,Neighborhood Center,0.8534377636392971,0.005660616925819219
1178.0,Glendale Center,Neighborhood Center,0.16398697861424502,0.05553661215440589
1180.0,Glendale Center,Neighborhood Center,1.0,0.00013588964425031698
1182.0,Salt Lake 900 West,City Center,0.7657516998598842,0.6648088478171742
1184.0,Salt Lake 900 West,City Center,0.17982801576073343,0.3285543293957141
1186.0,Granary District,Urban Center,0.9949377166576647,0.9949377166576647
1188.0,Ballpark,City Center,0.9933672233510495,1.0
1189.0,Ballpark,City Center,1.0,1.0
1190.0,Granary District,Urban Center,0.9972170087661897,0.9972170087661897
1191.0,Ballpark,City Center,1.0,0.9740398562996446
1192.0,Ballpark,City Center,0.9998655588342676,0.9998626439611961
1193.0,Ballpark,City Center,1.0,1.0
1194.0,Ballpark,City Center,0.7948454964726478,0.20462960990770557
1197.0,9th and 9th Center,Neighborhood Center,0.5371133128031496,0.01208813886538903
1198.0,9th and 9th Center,Neighborhood Center,0.7647533079210765,0.04682992060101375
1226.0,Ballpark,City Center,0.9977368811141436,0.9977368811141436
1227.0,Ballpark,City Center,1.0,1.0
1228.0,Ballpark,City Center,0.9997168379709612,0.9997168379709612
1229.0,Ballpark,City Center,0.9995819292614917,0.9995820320205788
1230.0,Ballpark,City Center,0.9957741971434033,0.9957741971434033
1231.0,Ballpark,City Center,0.9515775851905678,0.16217459426755057
1238.0,Salt Lake 15th and 15th,Neighborhood Center,0.9774423015533648,0.00918761931189749
1240.0,Salt Lake 15th and 15th,Neighborhood Center,0.5952262923276048,0.010147860610163276
1243.0,Salt Lake Foothill Center,Neighborhood Center,0.821973489169468,0.12320958612969508
1244.0,Salt Lake Foothill Center,Neighborhood Center,0.42874603220648705,0.070379317021848
1261.0,Sugarhouse,Urban Center,0.6285614141840001,0.10657099364382856
1267.0,21st and 21st,Neighborhood Center,0.9945954838465483,0.02073110361078112
1268.0,21st and 21st,Neighborhood Center,0.9959082459088064,0.14353364133669058
1269.0,21st and 21st,Neighborhood Center,0.9982434968918102,0.026697678107558773
1272.0,Sugarhouse,Urban Center,0.7702340846549487,0.36133223884552085
1273.0,Sugarhouse,Urban Center,1.0,1.0
1274.0,Sugarhouse,Urban Center,0.9688376555466276,0.6310484983082543
1275.0,Sugarhouse,Urban Center,1.0,1.0
1276.0,Sugarhouse,Urban Center,0.9112972533336589,0.5235545451576986
1278.0,21st and 21st,Neighborhood Center,0.9850032202199679,0.0
1279.0,21st and 21st,Neighborhood Center,0.9808692686725139,0.0201332733482212
1280.0,21st and 21st,Neighborhood Center,0.5276510514793642,0.05355076983260521
1287.0,Sugarhouse,Urban Center,1.0,1.0
1288.0,Sugarhouse,Urban Center,0.9909784510928351,0.9907898106582177
1292.0,21st and 21st,Neighborhood Center,0.6503247606835363,0.014248162661301121
1293.0,Parleys Foothill Center,Neighborhood Center,0.9054264709184312,0.9958017358418405
1297.0,Millcreek City Center,City Center,0.005475208723807266,0.0007420074409482848
1301.0,Millcreek City Center,City Center,0.05127690429523921,0.08396786057572472
1303.0,Historic Magna Main Street,Neighborhood Center,0.5439039010098,0.11994403951086234
1306.0,Historic Magna Main Street,Neighborhood Center,0.20573943947961268,0.033088909618201705
1310.0,Pleasant Green,City Center,0.9035638233026151,0.06358853854319743
1311.0,Pleasant Green,City Center,0.9989674341220803,0.1268149517338961
1314.0,Pleasant Green,City Center,0.823051648820793,0.08400662102720144
1315.0,Pleasant Green,City Center,0.9844450095194882,0.7382810544799095
1318.0,Pleasant Green,City Center,1.0,5.049202871045615e-05
1334.0,Highberry Center,Neighborhood Center,0.8505556946119471,1.0
1335.0,Highberry Center,Neighborhood Center,0.33549481713065904,0.7428454237193015
1341.0,Highberry Center,Neighborhood Center,0.9999528033680902,0.9999509090126141
1342.0,Highberry Center,Neighborhood Center,0.9983868936226254,0.5322357004782973
1350.0,Decker Lake Center,Neighborhood Center,0.6654480347661517,0.9997174971388597
1351.0,Decker Lake Center,Neighborhood Center,0.08034059126096198,0.17567248867926255
1356.0,Hunter Town Center,Neighborhood Center,0.4110334154301922,0.9982715153970739
1357.0,Hunter Town Center,Neighborhood Center,0.5635751147663668,0.1685871997249605
1367.0,Fairbourne Station,Urban Center,0.977670243649067,0.1251080650791957
1368.0,Fairbourne Station,Urban Center,0.992058549644021,0.037087053143397955
1370.0,West Valley Redwood Center,City Center,0.2166464574687486,0.12228069625396948
1371.0,West Valley Redwood Center,City Center,0.42487767444800445,0.2598017903899597
1375.0,Hunter Town Center,Neighborhood Center,0.2083657629142474,0.10716597105235236
1376.0,Hunter Town Center,Neighborhood Center,0.5564626164922645,0.07200746516554218
1383.0,Fairbourne Station,Urban Center,0.999388898368516,0.999388898368516
1384.0,Fairbourne Station,Urban Center,0.9952631133510654,0.9959332750530453
1386.0,West Valley Redwood Center,City Center,0.8203426034383884,0.6896765498224984
1387.0,West Valley Redwood Center,City Center,0.5774301642861122,0.4592939114009527
1391.0,Village Green Center,Neighborhood Center,1.0,0.042043015495109526
1392.0,Village Green Center,Neighborhood Center,0.9914396086591145,0.04802447938516637
1399.0,West Valley Redwood Center,City Center,0.9399484647681452,0.5193846304560443
1400.0,West Valley Redwood Center,City Center,0.9976556644168149,0.4226082477485668
1410.0,Village Green Center,Neighborhood Center,0.9930107361501415,0.1509749813605052
1411.0,Village Green Center,Neighborhood Center,0.9888526903253733,0.1870661494614674
1426.0,Oquirrh View Center,Neighborhood Center,0.041688066036703775,0.07589929789478353
1437.0,West Valley 6200 South 5600 West,Neighborhood Center,0.986554046422263,0.689309329592971
1442.0,Downtown South Salt Lake,City Center,1.0,1.0
1443.0,Downtown South Salt Lake,City Center,1.0,1.0
1444.0,Downtown South Salt Lake,City Center,1.0,1.0
1445.0,Downtown South Salt Lake,City Center,1.0,1.0
1446.0,S-Line Center,Neighborhood Center,0.055429690094740025,0.016952468415229033
1447.0,S-Line Center,Neighborhood Center,0.7396888286532142,0.4058856386275818
1449.0,Downtown South Salt Lake,City Center,0.9988348853640004,0.9988348853640004
1450.0,2700 South Station,Neighborhood Center,0.7961030444647597,0.8927584075069027
1451.0,Downtown South Salt Lake,City Center,0.9984618298296926,0.9984618298296926
1452.0,2700 South Station,Neighborhood Center,0.7445346455414201,0.7445346455414201
1453.0,Downtown South Salt Lake,City Center,0.9865493097153285,0.9864219997768247
1454.0,2700 South Station,Neighborhood Center,0.016569905657252835,0.01155255128119505
1455.0,Downtown South Salt Lake,City Center,0.995908730994923,0.9958937867329749
1458.0,S-Line Center,Neighborhood Center,0.7970408153772138,0.4535474456880462
1460.0,S-Line Center,Neighborhood Center,0.9895670623290223,0.28292908735719363
1463.0,2700 South Station,Neighborhood Center,0.7667332103797082,0.9987432401113291
1464.0,2700 South Station,Neighborhood Center,0.7671561789643079,0.9986737392674488
1466.0,South Salt Lake State Street,City Center,0.7595921630847324,0.5309731455841069
1467.0,South Salt Lake State Street,City Center,0.5988233490663105,0.24588337323508327
1471.0,Millcreek Station,Neighborhood Center,0.6372087346681213,1.0
1472.0,Millcreek Station,Neighborhood Center,0.5685841214196315,1.0
1473.0,Millcreek Station,Neighborhood Center,0.6681226727011301,1.0
1475.0,South Salt Lake State Street,City Center,1.0,1.0
1476.0,South Salt Lake State Street,City Center,0.6723322236365973,0.4550379851753133
1481.0,Millcreek Station,Neighborhood Center,0.5479979427778517,1.0
1482.0,Millcreek Station,Neighborhood Center,0.4728331356678685,0.9993310823020894
1484.0,South Salt Lake State Street,City Center,0.2474410142321589,0.9836285564513968
1485.0,South Salt Lake State Street,City Center,0.2643537142557545,0.1473947194823889
1491.0,Meadowbrook Station,City Center,0.37483825002397947,1.0
1492.0,Meadowbrook Station,City Center,0.4677054217054553,1.0
1493.0,Meadowbrook Station,City Center,0.33161001491193115,1.0
1494.0,Meadowbrook Station,City Center,0.5390639669135062,1.0
1495.0,Meadowbrook Station,City Center,0.5858760844325768,0.35765110620648327
1500.0,Millcreek 2300 East,Neighborhood Center,0.0,9.055826763904643e-06
1501.0,Millcreek 2300 East,Neighborhood Center,0.9706101128310483,0.017334552981422866
1503.0,Canyon Rim Center,Neighborhood Center,0.979698565476845,0.21489819733183407
1507.0,Millcreek City Center,City Center,0.9978045726503655,0.9982899907322751
1508.0,Millcreek City Center,City Center,0.4558576674048046,0.0493114211420219
1511.0,2300 East 3300 South,Neighborhood Center,0.2892452529490941,0.056973565682772905
1512.0,2300 East 3300 South,Neighborhood Center,0.2688601090180884,0.01997301444997793
1515.0,Millcreek City Center,City Center,0.912277105677218,0.15237406144476193
1516.0,Millcreek City Center,City Center,0.8846468227021831,0.3863802366993982
1517.0,Millcreek City Center,City Center,0.320221821574232,0.04811079140785912
1519.0,2300 East 3300 South,Neighborhood Center,0.22135407035861113,0.04643915280057372
1520.0,2300 East 3300 South,Neighborhood Center,0.09555891076881247,0.0034792593543980454
1531.0,Olympus Hills Center,Neighborhood Center,0.9467742957190098,0.05924465822617759
1534.0,Fireclay Center,City Center,0.0001713367453855074,0.00018327797684756348
1534.0,Meadowbrook Station,City Center,0.9466237981309432,0.9995344063074342
1535.0,Meadowbrook Station,City Center,1.0,1.0
1536.0,Meadowbrook Station,City Center,0.830124746806338,0.7827823111091408
1548.0,Ivy Place Center,Neighborhood Center,0.7105533048088143,0.37570825818108516
1549.0,Ivy Place Center,Neighborhood Center,0.6429058153559266,0.11345925254320043
1551.0,Cottonwood Village,Neighborhood Center,0.5297885508297364,0.1444263749049368
1562.0,Oquirrh View Center,Neighborhood Center,0.9863743952590005,0.08133903265500494
1563.0,Kearns Recreation Hub,Neighborhood Center,0.0,0.00021821267593888675
1565.0,Kearns Recreation Hub,Neighborhood Center,0.0,0.002048454859250252
1568.0,Kearns Town Center,City Center,0.9342478571745778,0.2799022287654452
1569.0,Kearns Town Center,City Center,0.9807197507119204,0.16280801262460312
1570.0,Kearns Recreation Hub,Neighborhood Center,0.0,0.0029830332754168533
1573.0,Taylor's Landing,City Center,0.43570575756950586,0.0
1575.0,4100 South Redwood,Neighborhood Center,0.3396328507931776,0.05380952976720919
1576.0,4100 South Redwood,Neighborhood Center,0.991248144058398,0.11787702793451402
1582.0,Fore Lakes Center,Urban Center,0.9962313921135587,0.7672962872414733
1589.0,4800 South Redwood,Neighborhood Center,0.29123765933265017,0.11452160899728242
1589.0,5400 South Redwood,City Center,0.19890314742674473,0.05750740570915614
1590.0,4800 South Redwood,Neighborhood Center,0.23791367129222757,0.014516804658921467
1590.0,Fore Lakes Center,Urban Center,0.7552794210252609,0.057663880806552374
1591.0,Fore Lakes Center,Urban Center,1.0,0.002558803743902849
1592.0,Fore Lakes Center,Urban Center,0.9982582520895121,0.9982862196792535
1593.0,Fore Lakes Center,Urban Center,1.0,0.03109957593159537
1594.0,Taylrosville West Point Center,City Center,0.8884150074445011,0.5449788685394416
1598.0,4800 South Redwood,Neighborhood Center,0.9827838601362638,0.06964026629379283
1599.0,Taylrosville West Point Center,City Center,0.995515528102296,0.3170728832886171
1600.0,Summit Vista Center,Neighborhood Center,0.8676412487768969,0.403005761997938
1603.0,5400 South Redwood,City Center,0.0003055446648574553,0.0003748243422545183
1604.0,5400 South Redwood,City Center,0.9994686615596869,0.7326272861340006
1605.0,5400 South Redwood,City Center,0.9976445046359798,0.6147757565449651
1617.0,Murray Downtown,Urban Center,0.9982440487672402,0.9982440487672402
1618.0,Murray Downtown,Urban Center,0.9999999999999933,0.9999999999999929
1619.0,Fireclay Center,City Center,0.994765156474626,0.9991774687295856
1619.0,Meadowbrook Station,City Center,0.0007701323407911239,0.0007754444140948283
1620.0,Murray Downtown,Urban Center,1.0,1.0
1621.0,Fireclay Center,City Center,0.8578706310381183,0.8578706310381183
1621.0,Meadowbrook Station,City Center,0.14212934508813957,0.14212934508813957
1622.0,Murray Downtown,Urban Center,0.7668404997133604,0.276054591799878
1623.0,Fireclay Center,City Center,0.6296380106603499,0.23620635887829278
1623.0,Meadowbrook Station,City Center,0.33556381321460327,0.12553614006319058
1626.0,Murray Downtown,Urban Center,0.9941385013234305,0.9940934343766573
1627.0,Murray Downtown,Urban Center,1.0,1.0
1628.0,Murray Downtown,Urban Center,1.0,1.0
1629.0,Murray Downtown,Urban Center,0.9758785453765878,0.28195506250266544
1632.0,Murray Downtown,Urban Center,0.9995458799282521,0.8250702066327887
1633.0,Murray Downtown,Urban Center,1.0,1.0
1634.0,Murray Downtown,Urban Center,1.0,1.0
1635.0,Murray Downtown,Urban Center,0.8745814459394482,0.5181107295813905
1636.0,Oakwood Village Center,Neighborhood Center,0.9989156903129776,0.14579388903354873
1645.0,Oakwood Village Center,Neighborhood Center,0.987543433793158,0.5815130430266408
1646.0,Oakwood Village Center,Neighborhood Center,0.9831473706743102,0.2538217397159537
1651.0,Oakwood Village Center,Neighborhood Center,0.987796322056475,0.337641747647288
1652.0,Oakwood Village Center,Neighborhood Center,0.8459848568151105,0.026986157681722318
1658.0,Fashion Place West,Urban Center,0.4664922158584963,0.6679669671176472
1659.0,Fashion Place West,Urban Center,0.7307207405892266,0.4821598318234869
1660.0,Fashion Place West,Urban Center,0.6585401251578242,0.9901090491172082
1663.0,Oakwood Village Center,Neighborhood Center,0.07928252093506498,0.027051454457480806
1664.0,Oakwood Village Center,Neighborhood Center,0.08257385874244308,0.021330669071068335
1666.0,Bingham Junction,City Center,0.19002245707498863,0.002738426664715083
1667.0,Bingham Junction,City Center,1.0,0.006688411507910375
1668.0,Fashion Place West,Urban Center,0.9823642704500212,0.9989751967534712
1669.0,Fashion Place West,Urban Center,0.9756427933365186,0.7345820875624016
1680.0,Holladay City Center,City Center,0.9566585622673861,0.0788917698233436
1681.0,Holladay City Center,City Center,0.9842355324721483,0.03511147614905771
1684.0,Holladay City Center,City Center,0.6258366878110339,0.1323734427203466
1685.0,Holladay City Center,City Center,0.9310507660950924,0.0619552050040678
1686.0,Holladay City Center,City Center,0.983235325388053,0.2666559434087085
1689.0,Holladay City Center,City Center,0.7503563127506393,0.08564617852109414
1690.0,Holladay City Center,City Center,0.9940852362956427,0.5095100228244396
1696.0,Holladay Crossroads,City Center,0.2702303625252721,0.014767907353157741
1697.0,Holladay Crossroads,City Center,0.8092880160790298,0.09034519516551079
1698.0,Holladay Crossroads,City Center,0.016542126193026214,0.0007380065232899473
1717.0,Highlands Loop Center,Neighborhood Center,0.8104098603369922,0.1102129552166329
1725.0,West Jordan City Center,City Center,0.5013199797045376,0.1085299068223356
1726.0,West Jordan City Center,City Center,0.6468565254501675,0.16080367528425688
1727.0,Gardner Village,Neighborhood Center,0.8998849737599695,0.26638718706896763
1730.0,Highlands Loop Center,Neighborhood Center,0.25774313424008033,0.16086181874160155
1733.0,Highlands Loop Center,Neighborhood Center,0.6954075658156676,0.7373355682529386
1734.0,Highlands Loop Center,Neighborhood Center,0.9973709799252578,0.2724893878158791
1739.0,Jordan Valley,City Center,0.776332055664073,0.14560194166946108
1740.0,Jordan Valley,City Center,0.7896693323665877,0.19103674812605762
1743.0,West Jordan City Center,City Center,1.0,1.0
1744.0,West Jordan City Center,City Center,0.9999059093464145,0.9999059093464145
1745.0,Jordan Bluffs,City Center,0.005007033116803467,0.004761004284751459
1745.0,West Jordan City Center,City Center,0.7826664983898246,0.7145298251578103
1753.0,West Jordan City Center,City Center,0.49945214772448293,0.0428496717005691
1754.0,West Jordan City Center,City Center,0.8169407539575715,0.2170128697755716
1760.0,Jordan Valley,City Center,0.9883844977971905,0.7225418398996413
1765.0,Jordan Bluffs,City Center,0.024308409028793554,0.010591258141831098
1786.0,Bingham Junction,City Center,0.9558366858992391,0.9842509615528089
1787.0,Fashion Place West,Urban Center,0.4121273751806042,0.11932962797918112
1789.0,Bingham Junction,City Center,1.0,1.0
1790.0,Bingham Junction,City Center,1.0,1.0
1794.0,Union Park,City Center,0.9551436691733,0.326835750232345
1795.0,Union Park,City Center,0.9999997197090934,0.9999997255083903
1796.0,Union Park,City Center,1.0,1.0
1797.0,Bingham Junction,City Center,1.0,1.0
1798.0,Bingham Junction,City Center,0.9947934212125422,0.9947934212125422
1799.0,Bingham Junction,City Center,1.0,1.0
1800.0,Midvale Main Street,City Center,0.9994318562668999,0.9994217103238162
1801.0,Midvale Center Station,Neighborhood Center,0.1646622549253944,0.04644689419493705
1801.0,Midvale Fort Union Station,Neighborhood Center,0.7805117697039755,0.2173452644567047
1802.0,Midvale Center Station,Neighborhood Center,0.19067882010683782,0.15397780269237335
1802.0,Midvale Fort Union Station,Neighborhood Center,0.00012975090075983655,0.00010442094406445952
1805.0,Union Park,City Center,0.9988978036388999,0.5504019858779049
1806.0,7th Street Sandy Point,Neighborhood Center,0.25365834266816206,0.09058277931547554
1806.0,Union Park,City Center,0.735464186416711,0.2628616553629856
1807.0,Sandy Union Park,Neighborhood Center,0.062297038360208994,0.012761048130725023
1807.0,Union Park,City Center,0.9257422424753449,0.1889346019324924
1808.0,Jordan Bluffs,City Center,0.9800203778818873,0.9800203778818873
1809.0,Jordan Bluffs,City Center,0.928310521761219,0.7461400348966717
1809.0,Midvale Main Street,City Center,0.02017186745736105,0.01826740012204888
1810.0,Midvale Main Street,City Center,0.05856241968212785,0.021980337366052236
1812.0,Midvale Center Station,Neighborhood Center,0.5203342585079501,0.14888216261070839
1813.0,Midvale Center Station,Neighborhood Center,0.7276985631848226,0.2694188339125189
1821.0,Historic Sandy Station,Neighborhood Center,0.03253867645151722,0.018136784355990723
1822.0,Union Park,City Center,0.9872892704521408,0.08933367433932483
1823.0,Cottonwood Heights Fort Union,City Center,0.3356444595684482,0.06178328390214534
1823.0,Union Park,City Center,0.2279620218259302,0.040288153920550705
1824.0,Cottonwood Heights Fort Union,City Center,0.6509631145567472,0.11632178891056015
1825.0,Cottonwood Heights Fort Union,City Center,0.6922332384610875,0.07035749888873745
1827.0,Old Mill,Urban Center,0.48672703265572115,0.19413294760930785
1828.0,Old Mill,Urban Center,0.9697768385309081,0.9676484292877559
1829.0,Union Park,City Center,1.0,1.0
1830.0,Union Park,City Center,1.0,1.0
1831.0,Union Park,City Center,0.7002370531955401,0.05830374630660916
1832.0,Union Park,City Center,0.9994951943672795,0.9994951943672795
